text-caption 2	air3-link	air3-link href	sr-only	sr-only 2	text-light 2	text-light 4	text-light 6	text-light 7	air3-line-clamp	air3-btn-link-secondary	sr-only 3	air3-token	air3-token href	air3-token 2	air3-token href 2	air3-token 3	air3-token href 3	air3-token 4	air3-token href 4	air3-token 5	air3-token href 5	air3-token 6	air3-token href 6	air3-token 7	air3-token href 7	air3-token 8	air3-token href 8	air3-token 9	air3-token href 9	text-light 8	sr-only 6	d-inline-block	d-inline-flex	text-base-sm
10 hours ago	T-Shaped Marketing Specialist for Digital Long Term Work	https://www.upwork.com/jobs/Shaped-Marketing-Specialist-for-Digital-Long-Term-Work_~021889395467053931845/?referrer_url_path=find_work_home	Job feedback T-Shaped Marketing Specialist for Digital Long Term Work	Save job T-Shaped Marketing Specialist for Digital Long Term Work	Hourly: $15-$65	Expert	Est. Time:	Less than 30 hrs/week	"Looking for a T-Shaped Marketing Specialist to Partner with Me on Growing Owlytica

I'm seeking a passionate digital marketer to collaborate with me and supercharge Owlytica's growth.  I'm strong on content creation, but I need someone to take it to the next level.  Think of this as a partnership where we work together to build and optimize our marketing engine.  You love marketing, you love to learn and apply your ideas, and you're super proactive.  Ideally, I can give you an outcome, and you can roll with it – I'm looking for someone who can take initiative.

Here's what I'm looking for:

Content Amplification: I'm good at creating content, but I need your expertise to make it truly shine.  This includes taking AI-driven content and transforming it into compelling, Owlytica-branded material.

Campaign Launch Execution:  I need help launching new marketing campaigns from start to finish.  This means writing compelling copy, meticulously testing funnel sign-ups, and ensuring all the technical details (like forms) work flawlessly.

Marketing Operations Management:  I need someone to help keep our marketing efforts consistent and efficient.  For example, I want to establish a regular newsletter, and I need someone to handle the mechanics of creating and sending it.

Brand Message Unification:  We need to present a consistent brand message across all platforms.  A quick Google search for ""Owlytica"" reveals inconsistencies in our value propositions across Facebook, Instagram, our website, and LinkedIn (both company and personal profiles).  Your help in unifying our messaging is critical.

Strategic Partnership:  Ultimately, I want a partner who can help me strategically launch new initiatives and bring fresh ideas to the table.

Technical Skills and Experience:

Proficiency with the following tools is essential: HubSpot, Smartlead, LinkedIn, G Suite, WordPress, ClickFunnels, ChatGPT, and AI marketing tools.

Bonus Points:

Experience in the world of VARs, MSPs, OEMs, or Channel is a significant plus.

If you're a T-shaped marketer who thrives in a fast-paced environment, loves to learn and apply new ideas, is super proactive, and is excited to partner with me on growing Owlytica, I'd love to hear from you.  Please apply with your resume and a brief explanation of why you're the right fit for this role."	more	"about ""T-Shaped Marketing Specialist for Digital Long Term Work"""	Content Marketing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626727070613504	Email Marketing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626734741995520	Search Engine Marketing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626778681524224	Conversion Rate Optimization	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626727209025536	A/B Testing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626708179468288	Content Writing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626727099973632	Search Engine Optimization	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626778853490688	Social Media Marketing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626781114220544	Graphic Design	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626742929276928	Payment verified	Rating is 5.0 out of 5.	$90K+	United States	10 to 15
10 hours ago	Qlik Dashboard Chart Development	https://www.upwork.com/jobs/Qlik-Dashboard-Chart-Development_~021889393632423146810/?referrer_url_path=find_work_home	Job feedback Qlik Dashboard Chart Development	Save job Qlik Dashboard Chart Development	Fixed-price	Intermediate	Est. Budget:	$50	We are seeking a skilled developer to create visually appealing and informative charts for our Qlik dashboard. The ideal candidate will have experience in Qlik Sense or QlikView and a strong understanding of data visualization principles. You will collaborate with our team to understand the data requirements and translate them into effective visual representations. If you are passionate about data storytelling and have a knack for creating impactful dashboards, we would love to hear from you!	more	"about ""Qlik Dashboard Chart Development"""	Data Visualization	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1052162208890146823	QlikView	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626772427816960	Qlik Sense	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626772411039744	D3.js	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626729314566144	Tableau	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626784704544768									Payment unverified	Rating is 0 out of 5.	$0	United States	Less than 5
yesterday	Ecommerce Data Analyst in Automotive & Construction Apparel	https://www.upwork.com/jobs/Ecommerce-Data-Analyst-Automotive-Construction-Apparel_~021889351335482133466/?referrer_url_path=find_work_home	Job feedback Ecommerce Data Analyst in Automotive & Construction Apparel	Save job Ecommerce Data Analyst in Automotive & Construction Apparel	Hourly: $25-$200	Expert	Est. Time:	Less than 30 hrs/week	"**About Us:**

We are an e-commerce brand in the automotive and construction space, with a unique twist - we give away fully built trucks + more to one winner every few weeks. We’re looking for the right person to help use get to the next level by deeply understanding our customers and campaigns.

**The Job:**

- Analyze historical campaign + customer data to identify trends, patterns, and correlations that drive revenue growth
- Build a projection model to predict future campaign performance, optimize inventory levels + more
- Develop a set of dashboards, reports, and visualizations to support business decision-making across KPIs
- Conduct customer segmentation analysis to inform targeted marketing efforts and improve customer satisfaction
- Evaluate the performance of past campaigns and identify key insights that drive future success
- Explore new data sources and analyze trends to develop innovative strategies for expanding our product offerings

**What We're Looking For:**

- A self-starter with a passion for turning data into actionable insights in ecommerce
- An explorer who's not afraid to dig deep and find things we didn't even know existed
- Someone who can think critically and creatively, rather than just focusing on the surface level
- A strong analytical mindset, with experience working with large datasets and complex data structures
- Someone to work closely with our executive team on a high-level strategic project that spans multiple product lines and channels
- Regular meetings to discuss project progress and challenges

**Timeline:**
We anticipate starting the project within the next 4 - 6 weeks. The right person will be eligible for a longer term contract role."	more	"about ""Ecommerce Data Analyst in Automotive & Construction Apparel"""	Market Research	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626756485267456	Data Analysis	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626729515892736	Business Analysis	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626721903230976	Microsoft Excel	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626758615973888	Competitive Analysis	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626726131089408	Financial Analysis	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626738294571008	Market Analysis	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626756405575680	Financial Modeling	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626738340708352			Payment verified	Rating is 0 out of 5.	$0	United States	20 to 50
yesterday	Looker Studio Expert – App Analytics & Appsflyer Integration	https://www.upwork.com/jobs/Looker-Studio-Expert-App-Analytics-Appsflyer-Integration_~021889350758390265146/?referrer_url_path=find_work_home	Job feedback Looker Studio Expert – App Analytics & Appsflyer Integration	Save job Looker Studio Expert – App Analytics & Appsflyer Integration	Hourly: $35-$75	Expert	Est. Time:	30+ hrs/week	"We are seeking an experienced Looker Studio Expert with a strong background in Appsflyer integration and app analytics reporting. 

The ideal candidate will have extensive experience in designing professional, data-driven dashboards that provide clear, actionable insights for mobile app performance and user acquisition.

Key Responsibilities:

- Develop and maintain interactive, visually compelling Looker Studio dashboards tailored for app performance analysis.

- Integrate Appsflyer data into Looker Studio, ensuring seamless connections and accurate reporting.

- Structure and clean data for optimized visualization and decision-making.

- Track and analyze key app metrics, including CPI, ROAS, retention, churn, and cohort trends.

- Work closely with marketing and analytics teams to align reports with business objectives.

Required Skills & Experience

- Extensive experience with Looker Studio, including advanced dashboard development.

- Proven expertise in integrating Appsflyer with Looker Studio, including API connections and data extraction.

- Strong understanding of mobile app analytics, user acquisition tracking, and retention analysis.

- Proficiency in data structuring, ETL processes, and visualization best practices.

- Analytical mindset with the ability to translate complex data into clear insights."	more	"about ""Looker Studio Expert – App Analytics & Appsflyer Integration"""	Looker Studio	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626742065250304	Data Analysis	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626729515892736	Analytics	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626712596070400													Payment verified	Rating is 5.0 out of 5.	$10K+	Portugal	20 to 50
yesterday	Data Labeler Needed for Machine Learning Project	https://www.upwork.com/jobs/Data-Labeler-Needed-for-Machine-Learning-Project_~021889350489434987845/?referrer_url_path=find_work_home	Job feedback Data Labeler Needed for Machine Learning Project	Save job Data Labeler Needed for Machine Learning Project	Hourly: $5-$15	Entry level	Est. Time:	Less than 30 hrs/week	"We are seeking a Freelance Data Labeler to assist in refining AI-generated labels within Label Studio for a machine learning project. The project involves 9 different classes, and the primary responsibility is to review and adjust the pre-labeled data to ensure maximum accuracy and consistency. This role is ideal for detail-oriented individuals with experience in data annotation and an understanding of machine learning workflows.
 
Position Requirements:  
 
- Proficiency in Label Studio or similar data annotation tools  
- Strong attention to detail with the ability to correct misclassified data  
- Ability to ensure labeling consistency across a large dataset  
- Experience working independently and meeting deadlines  
 
Preferred Qualifications:  
 
- Familiarity with baseball terminology  
- Prior experience in computer vision or NLP data labeling  
- Understanding of machine learning workflows and data annotation best practices"	more	"about ""Data Labeler Needed for Machine Learning Project"""	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	Machine Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626755474440192	Data Science	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626730384113664	Data Analysis	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626729515892736	R	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626773103099904									Payment verified	Rating is 5.0 out of 5.	$1K+	United States	20 to 50
yesterday	AI Developer Needed for Roof Measurement Application	https://www.upwork.com/jobs/Developer-Needed-for-Roof-Measurement-Application_~021889349231210896709/?referrer_url_path=find_work_home	Job feedback AI Developer Needed for Roof Measurement Application	Save job AI Developer Needed for Roof Measurement Application	Hourly: $20-$40	Expert	Est. Time:	30+ hrs/week	We are seeking an experienced AI Developer to create an innovative roof measurement application utilizing YOLO, OpenCV, and the Google Maps API. The ideal candidate should have proven expertise in computer vision techniques and be comfortable integrating mapping functionalities. The project will focus on developing a user-friendly interface that accurately measures roof dimensions. If you have a passion for AI and a solid background in app development, we would love to hear from you.	more	"about ""AI Developer Needed for Roof Measurement Application"""	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936	Machine Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626755474440192	Android	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274376	Natural Language Processing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626761858170880									Payment verified	Rating is 5.0 out of 5.	$10K+	United States	50+
yesterday	Create and Design a Google looker studio Report	https://www.upwork.com/jobs/Create-and-Design-Google-looker-studio-Report_~021889349054229977302/?referrer_url_path=find_work_home	Job feedback Create and Design a Google looker studio Report	Save job Create and Design a Google looker studio Report	Hourly: $18-$30	Expert	Est. Time:	Less than 30 hrs/week	"I am looking for a Looker Studio Expert who can do 3 things

1.  Create/Design a looker studio report that tracks our KPIs in a simple, elagent and easy to read report
2.  Help us measure the right data
3.  Automate the report.

We want to measure things like:
1. Site traffic broken up by source
2. Measure bounce rate
3. Track WooCommerce sales
4. Conversion rates"			Looker Studio	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626742065250304	Data Visualization	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1052162208890146823	Data Analysis	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626729515892736	Google Analytics	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626741842952192											Payment verified	Rating is 4.7 out of 5.	$80K+	United States	10 to 15
yesterday	🚀 AI Development for Automated Patient Chat Responses in an HEalth Care Clinic (Kommo CRM) 🚀	https://www.upwork.com/jobs/Development-for-Automated-Patient-Chat-Responses-HEalth-Care-Clinic-Kommo-CRM_~021889347051422251940/?referrer_url_path=find_work_home	Job feedback 🚀 AI Development for Automated Patient Chat Responses in an HEalth Care Clinic (Kommo CRM) 🚀	Save job 🚀 AI Development for Automated Patient Chat Responses in an HEalth Care Clinic (Kommo CRM) 🚀	Hourly	Expert	Est. Time:	30+ hrs/week	"📌 Project Description:
We are looking for an AI and Natural Language Processing (NLP) specialist to integrate an automated response system within Kommo CRM. This AI must handle patient inquiries about our aesthetic treatments in a natural, professional, and personalized way, avoiding robotic or generic responses.

The goal is for AI to manage 80%-90% of conversations fluently while seamlessly transferring complex queries to a human advisor without the user noticing the switch.

🎯 Project Requirements:
✅ 🔹 AI with Natural and Human-Like Responses

The AI must sound like a real human, adapting tone and style to match patient interactions in Spain.
Avoid robotic, generic, or scripted replies.
Respond in a persuasive, engaging, and fluent manner, following our Guide on Local Phrases and Consultative Sales.
✅ 🔹 Integration with Kommo CRM

Automate customer responses through WhatsApp, Instagram, and other messaging platforms via Kommo CRM.
Provide contextual responses based on patient details (surgery type, interest, name, location, appointment availability).
Log interactions and allow human agents to take over the conversation at any time.
✅ 🔹 Learning & Adaptability

Improve over time using Machine Learning and NLP techniques.
Analyze past conversations to enhance response accuracy and quality.
Allow admins to manually adjust responses when needed.
✅ 🔹 Intelligent Escalation to Human Advisors

If a patient asks a complex question, the AI must recognize it and transfer the chat naturally to a human agent.
Example of smooth transition:
❌ Bot-like: ""I don't have information on that. Please contact a representative.""
✅ Human-like AI: ""That’s a great question! To make sure you get the best information, I’ll connect you with one of our advisors who can guide you further. Just a moment… 😊""
📌 Required Skills:
🔹 AI / Chatbot Development (GPT-4, Rasa, Dialogflow, or other advanced models)
🔹 Experience with Kommo CRM (or ability to integrate via API)
🔹 Natural Language Processing (NLP) & Machine Learning
🔹 Automation for WhatsApp and Social Media Chats
🔹 Optimization for lead conversion and appointment scheduling"	more	"about ""🚀 AI Development for Automated Patient Chat Responses in an HEalth Care Clinic (Kommo CRM) 🚀"""	AI Chatbot	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1623716864341708800	GPT Chatbot	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314145210368	Chatbot Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626723769696256													Payment verified	Rating is 4.9 out of 5.	$2K+	Spain	20 to 50
yesterday	AI/ML Engineer for Geospatial Intelligence Platform Development	https://www.upwork.com/jobs/Engineer-for-Geospatial-Intelligence-Platform-Development_~021889345054907685496/?referrer_url_path=find_work_home	Job feedback AI/ML Engineer for Geospatial Intelligence Platform Development	Save job AI/ML Engineer for Geospatial Intelligence Platform Development	Hourly	Expert	Est. Time:	30+ hrs/week	"We are developing a cutting-edge geospatial intelligence platform that leverages AI-driven insights from satellite imagery, drone data, and IoT sensors. This platform will empower stakeholders with accurate, actionable insights for sustainable resource management and informed decision-making. We're seeking a skilled AI/ML engineer to develop the core infrastructure and intelligence systems for this innovative solution.

Key Responsibilities:
Geospatial Data Management and Metadata Processing
AI-Powered Metadata Discovery: Develop NLP-based search capabilities to allow users to query metadata using natural language
STAC API Augmentation: Enhance the system with predictive querying and dynamic metadata enrichment using machine learning.
Semantic Knowledge Graph Integration: Implement graph databases (e.g., Neo4j) to model relationships between datasets for better data discovery and contextual understanding.

AI-Driven Geospatial Data Serving
Dynamic Data Delivery: Implement predictive caching based on user behavior and AI optimization techniques to deliver high-performance geospatial data.
Edge-AI for Real-Time Processing: Deploy lightweight AI models on edge devices to process data in remote environments with minimal latency.
Advanced API Development: Develop OGC-standard APIs (WMS, WMTS, WFS, WPS) and custom APIs for AI-based tasks like insight generation and workflow automation.

AI-Powered Geospatial Processing and Analysis
Automated Geospatial Data Cleaning and Feature Extraction: Build AI-driven workflows for preprocessing raw geospatial data and extracting relevant features from satellite images, drone imagery, and sensor data.

Multi-Agent Collaboration: Design AI agents responsible for specific geospatial intelligence tasks such as environmental monitoring, pollution analysis, and property boundary detection.
Collaborative Agent Framework: Create an environment where AI agents can share insights and adjust workflows dynamically based on progress.

Machine Learning Model Development and Enhancements
AI Decision-Making Frameworks: Develop master orchestrator AI agents to delegate tasks and optimize resource use.
Retrieval-Augmented Generation (RAG): Implement RAG to enhance decision-making and provide summarized insights for stakeholders.
MLOps Integration: Build automated pipelines using platforms like MLflow or Kubeflow to ensure continuous monitoring and retraining of machine learning models.

Edge AI for Real-Time Insights
Deploy Edge Models: Integrate AI models on edge devices (e.g., NVIDIA Jetson) to allow real-time data processing even in disconnected environments.

User Interaction and Data Visualization
Natural Language Interface: Develop NLP interfaces for users to interact with the platform conversationally and access real-time geospatial insights.
Adaptive Data Visualizations: Implement AI-powered recommendations for optimal data visualization styles based on user preferences and data type.

Security, Privacy, and Ethical AI Governance
AI-Driven Threat Detection: Design AI systems to monitor for unauthorized access and protect sensitive geospatial data.
Explainable AI (XAI): Implement interpretable models and ensure transparency in AI decision-making to build trust among stakeholders.

Scalable System Architecture and Deployment
Hybrid Cloud and Edge Architecture: Design and deploy scalable systems using Kubernetes, enabling integration across cloud platforms like AWS, Azure, or Google Cloud and edge computing devices.
Future-Ready Infrastructure: Explore innovative solutions like quantum computing and neuromorphic computing for geospatial optimization and edge-AI enhancement.

Required Skills and Experience:
To succeed in this role, you should possess the following skills and expertise:

Core Technical Skills:
Programming Languages: Proficiency in Python and experience with frameworks such as TensorFlow, PyTorch, and scikit-learn.
Geospatial Data and APIs: Experience working with geospatial data formats (e.g., GeoJSON, STAC), OGC standards, and tools like GDAL.

AI/ML Expertise: Knowledge of AI techniques for data enrichment, predictive modeling, and deep learning, particularly in computer vision for satellite imagery and drone data.
Edge AI and Real-Time Systems: Experience deploying AI models on edge devices (e.g., NVIDIA Jetson, Google Coral) for real-time processing in low-latency environments.

Data Management and Optimization: Experience with large-scale data handling, predictive caching, and optimization techniques for high-performance data delivery.
Security and Privacy: Understanding of data privacy, federated learning, and secure AI practices.

Frontend and User Interaction:
Experience with React.js, Next.js, and visualization libraries like D3.js or Plotly.
Knowledge of state management tools like Redux and real-time communication frameworks like Socket.IO.
 
System Architecture and Design:
Cloud and Edge Infrastructure: Proficiency with Kubernetes, Docker, and cloud platforms such as AWS, Azure, or Google Cloud for managing scalable infrastructure.
MLOps and Continuous Deployment: Experience with continuous integration and deployment systems, particularly in machine learning pipelines.

User Interface and Interaction (Bonus):
Natural Language Processing (NLP): Experience implementing NLP-based systems for querying and interacting with data in a conversational manner.
Data Visualization: Knowledge of creating dynamic, interactive dashboards using tools like D3.js, Plotly, or similar technologies.

Why Join Us?
Work on an exciting platform combining advanced AI and geospatial technologies to address critical global challenges.
Collaborate with a team dedicated to building scalable, impactful systems that influence environmental conservation and policy.
Shape the future of AI-driven geospatial intelligence and contribute to sustainability efforts worldwide.

Deliverables:
Fully integrated AI-driven geospatial data catalog and processing workflows.
Scalable architecture for data serving, optimized for real-time performance and edge deployment.
AI agents for geospatial analysis with collaborative capabilities.
A user-friendly, NLP-based interface and dynamic data visualization system.

Estimated Project Duration:
6-12 months (Part-time or full-time commitment depending on scope and budget).

How to Apply:
When applying, please include:
A brief summary of your relevant experience in AI, machine learning, and geospatial data management.
Examples of similar projects you’ve worked on, including Your experience with geospatial AI/ML systems
A proposed approach or ideas for building and optimizing this platform.

Budget:
Competitive and negotiable based on experience and deliverables."	more	"about ""AI/ML Engineer for Geospatial Intelligence Platform Development"""	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936	Data Science	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626730384113664	Machine Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626755474440192	Artificial Neural Network	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716102508544	Natural Language Processing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626761858170880	Deep Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626730904207360	Neural Network	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580640142053376	TensorFlow	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626785698594816	Payment unverified	Rating is 0 out of 5.	$0	United States	5 to 10
yesterday	Vertex.ai Model Training for Image Generation	https://www.upwork.com/jobs/Vertex-Model-Training-for-Image-Generation_~021889344434126419258/?referrer_url_path=find_work_home	Job feedback Vertex.ai Model Training for Image Generation	Save job Vertex.ai Model Training for Image Generation	Hourly: $15-$30	Intermediate	Est. Time:	Less than 30 hrs/week	"We want to train an AI model in Vertex AI to create headers for digital business card. Each header is a graphic file of specific dimensions and is basically a background image that needs to look like ""the brand"" of a given company. For example if it were citibank a blue gradient background and some other graphic elements that are consistent with the ""citibank look"" might be appropriate. Typically when this is done by a human, they look at the web site of the company to get a sense of the ""brand style"" - colors, shapes etc, and then create a background graphic in Canva or Photoshop.  We have about 100 examples of approved headers that were created manually. The goal of this project is to train a model on vertex whereby we upload the manually created images that are already approved along with teh URLs of teh web sites for each of the companies that the headers are for.  The ultimate goal is that, once trained, if the model is asked to create a header for a new company, it will create a graphic along the lines of the ones we have created manually, by looking at the design style of the ""new"" company's web page and adapting it into a background graphic in a similar fashion to what we have been doing manually. (Ideally the model might generate 5 or 10 versions for a given company so a human can then pick which one it prefers, and of course those selections on an ongoing basis could generate additional training data)."	more	"about ""Vertex.ai Model Training for Image Generation"""	artifical intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=free_text	AI Image Generation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099107328274432															Payment verified	Rating is 4.4 out of 5.	$1K+	United States	5 to 10
yesterday	Apollo.io Expert	https://www.upwork.com/jobs/Apollo-Expert_~021889344026165021659/?referrer_url_path=find_work_home	Job feedback Apollo.io Expert	Save job Apollo.io Expert	Hourly	Intermediate	Est. Time:	Less than 30 hrs/week	"We are looking for an experienced professional with in-depth knowledge of Apollo.io. The ideal candidate should have a proven track record of using Apollo.io effectively to achieve business goals and optimize workflows.

What We Need:
Expertise in using Apollo.io
 Ability to generate and organize highly targeted leads based on specific criteria.
Experience integrating Apollo.io with CRM platforms (e.g., Salesforce, HubSpot) or other tools.
Skills in analyzing and managing data within Apollo.io to improve efficiency and results.
Strong communication skills to provide regular updates and collaborate effectively."	more	"about ""Apollo.io Expert"""	Market Research	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626756485267456	Food & Beverage	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1045317635993010176	Lead Generation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626753582809088	Fashion & Beauty	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1052162208885952519	Data Entry	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626730136649728	Google Sheets	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626742425960448	Data Analysis	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626729515892736	Data Scraping	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626730405085184	Data Mining	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626730287644672	Payment verified	Rating is 0 out of 5.	$100+	USA	10 to 15
yesterday	Data Extraction and Dashboard Creation from Xero to Looker Studio	https://www.upwork.com/jobs/Data-Extraction-and-Dashboard-Creation-from-Xero-Looker-Studio_~021889342613047507876/?referrer_url_path=find_work_home	Job feedback Data Extraction and Dashboard Creation from Xero to Looker Studio	Save job Data Extraction and Dashboard Creation from Xero to Looker Studio	Fixed-price	Intermediate	Est. Budget:	$400	"We are seeking a skilled freelancer to assist with extracting data from our Xero accounting software and creating a basic dashboard in Looker Studio. The ideal candidate will have experience in data integration and visualization, ensuring that financial data is accurately represented in a user-friendly format.

Strong attention to detail and the ability to work independently are essential."	more	"about ""Data Extraction and Dashboard Creation from Xero to Looker Studio"""	Looker Studio	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626742065250304	Data Visualization	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1052162208890146823	Data Analysis	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626729515892736													Payment verified	Rating is 0 out of 5.	$0	South Africa	5 to 10
yesterday	Looker Studio Contractor – Client Reporting Migration	https://www.upwork.com/jobs/Looker-Studio-Contractor-Client-Reporting-Migration_~021889342318188404037/?referrer_url_path=find_work_home	Job feedback Looker Studio Contractor – Client Reporting Migration	Save job Looker Studio Contractor – Client Reporting Migration	Hourly: $20-$40	Intermediate	Est. Time:	Less than 30 hrs/week	"About Us:
OMNI Premier is a marketing agency specializing in helping dental practices grow through strategic digital marketing. We are seeking a skilled Looker Studio contractor to assist in migrating our client reporting from Agency Analytics to Looker Studio, ensuring all data connections go through a centralized data warehouse like BigQuery.

Job Description:
We need an experienced Looker Studio professional to migrate and optimize our existing client reports, ensuring seamless data integration, accuracy, and ease of use. This role requires expertise in data visualization, dashboard creation, and working with a data warehouse such as BigQuery.

Responsibilities:
Migrate client reporting dashboards from Agency Analytics to Looker Studio
Set up and manage data pipelines to funnel all reporting data from measurement tools such as Google Analytics, Google ads and WhatConverts through BigQuery
Ensure all data connections, metrics, and visualizations are accurately transferred
Optimize Looker Studio dashboards for clarity, usability, and performance
Create a client facing dashboard, to be shared with individual clients
Troubleshoot data discrepancies and implement solutions
Provide documentation or training for internal teams on managing Looker Studio reports"	more	"about ""Looker Studio Contractor – Client Reporting Migration"""	API Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482566246400	Dashboard	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1225465936942960640	Looker Studio	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626742065250304	SQL	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626782364123136	Data Visualization	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1052162208890146823									Payment verified	Rating is 5.0 out of 5.	$10K+	United States	20 to 50
yesterday	Analytics Overhaul and Ads Optimization Specialist Needed	https://www.upwork.com/jobs/Analytics-Overhaul-and-Ads-Optimization-Specialist-Needed_~021889341543940857157/?referrer_url_path=find_work_home	Job feedback Analytics Overhaul and Ads Optimization Specialist Needed	Save job Analytics Overhaul and Ads Optimization Specialist Needed	Hourly: $8-$25	Intermediate	Est. Time:	Less than 30 hrs/week	I am seeking a skilled specialist to revamp my Google Analytics account and ensure it is properly connected to my WordPress site. Additionally, I need assistance in optimizing my Ads campaigns for better performance and ROI. The ideal candidate will have a proven track record in analytics management and campaigns optimization, with a keen eye for detail and strategic thinking. Your expertise will help enhance my online presence and drive targeted traffic more effectively.	more	"about ""Analytics Overhaul and Ads Optimization Specialist Needed"""	Google Analytics	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626741842952192	Google Ads	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626741817786368	Conversion Rate Optimization	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626727209025536	Google Tag Manager	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626742535012352	Pay Per Click Advertising	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626770318082048									Payment unverified	Rating is 0 out of 5.	$0	Italy	5 to 10
