text-caption 2	air3-link	air3-link href	sr-only	sr-only 2	text-light 2	text-light 4	text-light 6	text-light 7	air3-line-clamp	air3-btn-link-secondary	sr-only 3	air3-token	air3-token href	air3-token 2	air3-token href 2	air3-token 3	air3-token href 3	air3-token 4	air3-token href 4	text-light 8	sr-only 6	d-inline-block	d-inline-flex	text-base-sm	air3-token 5	air3-token href 5	air3-token 6	air3-token href 6	air3-token 7	air3-token href 7	air3-token 8	air3-token href 8
3 hours ago	Chatbot Development for Website	https://www.upwork.com/jobs/Chatbot-Development-for-Website_~021891075240482636240/?referrer_url_path=find_work_home	Job feedback Chatbot Development for Website	Save job Chatbot Development for Website	Hourly	Intermediate	Est. Time:	Less than 30 hrs/week	We are looking for a skilled developer to create a user-friendly chatbot for our website. The ideal candidate will have experience in developing chatbots that can handle customer inquiries, provide support, and enhance user engagement. The project will include designing the chatbot interface, integrating it with our website, and ensuring it functions seamlessly. If you have a strong background in chatbot development and a keen eye for design, we would love to hear from you!	more	"about ""Chatbot Development for Website"""	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383	Web Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626795211276288	Chatbot Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626723769696256	PHP	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274385	Payment unverified	Rating is 0 out of 5.	$0	Belgium	5 to 10	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768						
3 hours ago	AI Recruitment Tool Development - LinkedIn Integration & LLM-Based Candidate Ranking	https://www.upwork.com/jobs/Recruitment-Tool-Development-LinkedIn-Integration-LLM-Based-Candidate-Ranking_~021891071743057439280/?referrer_url_path=find_work_home	Job feedback AI Recruitment Tool Development - LinkedIn Integration & LLM-Based Candidate Ranking	Save job AI Recruitment Tool Development - LinkedIn Integration & LLM-Based Candidate Ranking	Fixed-price	Intermediate	Est. Budget:	$300	"We are seeking a skilled developer to create an AI-powered recruitment tool with the following key functionalities:
Project Scope: 

Develop a web application that allows users to input job requirements
 - Integrate with LinkedIn's API for automated job posting
 - Use LLMs to analyze and rank job candidates
 - Implement candidate data collection from LinkedIn applications
 - Build a ranking system that evaluates candidate suitability

Technical Requirements:

 - Backend: FastAPI/Flask
 - Frontend: React
 - AI/ML: Integration with LLMs (like GPT models)
 - LinkedIn API integration

Must Have Skills:

 - Strong Python programming experience
 - Experience with React and modern frontend development
 - Knowledge of LLMs and AI model integration
 - Familiarity with LinkedIn API

Please include in your proposal:

Your experience with similar AI/ML projects.
Your approach to implementing this tool.

Note : This is the starting point for what will grow into a much larger platform."	more	"about ""AI Recruitment Tool Development - LinkedIn Integration & LLM-Based Candidate Ranking"""	AI Model Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1623716863997775872	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	AI Agent Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314245873665	React	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626773660942336	Payment verified	Rating is 5.0 out of 5.	$100+	India	Less than 5								
3 hours ago	Product Analytics & Growth Expert to  propose and implement KPIs on Mixpanl	https://www.upwork.com/jobs/Product-Analytics-Growth-Expert-propose-and-implement-KPIs-Mixpanl_~021891070811624767952/?referrer_url_path=find_work_home	Job feedback Product Analytics & Growth Expert to  propose and implement KPIs on Mixpanl	Save job Product Analytics & Growth Expert to  propose and implement KPIs on Mixpanl	Hourly: $20-$60	Expert	Est. Time:	Less than 30 hrs/week	"Hey all,

I'm looking for a product analytics and growth expert to prepare 5 - 10 KPIs/Metrics for my SaaS Talent development product and implement them on Mixpanel and coach me on how to do it.

Please attach mixpanel report samples (screenshots or links) so we can take the deal further.

Thanks a lot"			Product Analytics	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1253342891473514496	Growth Analytics	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1253342879461027840	Customer Service Analytics	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1253342872381042688	Dashboard	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1225465936942960640	Payment verified	Rating is 5.0 out of 5.	$10K+	Turkey	Less than 5	Query Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1253342892501118976	Data Visualization	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1052162208890146823	Google Analytics	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626741842952192	product growth	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=free_text
3 hours ago	Project Manager for Autonomous Astrology Platform (Website & Mobile App)	https://www.upwork.com/jobs/Project-Manager-for-Autonomous-Astrology-Platform-Website-Mobile-App_~021891069821903556724/?referrer_url_path=find_work_home	Job feedback Project Manager for Autonomous Astrology Platform (Website & Mobile App)	Save job Project Manager for Autonomous Astrology Platform (Website & Mobile App)	Hourly	Expert	Est. Time:	30+ hrs/week	"**Job Title:**  
Project Manager for New Autonomous Astrology Platform (Website & Mobile App)

---

**Note:**  
This is a long-term, fixed-price project with strict deadlines that demands commitment, detailed planning, and high-quality work. Please submit only proposals that include a comprehensive milestone plan, budget, and work strategy. Payment will be strictly based on quality, with milestone payments made only upon satisfactory completion of deliverables. This is not an hourly project—payment is fixed-price. We will review proposals based on detailed budget and timeline submissions. Applicants who are not fully confident in their abilities or who submit incomplete proposals will not be considered. Please do not waste your time or ours if you are not ready to fully commit.

---

**Project Overview:**  
We are launching a completely new, autonomous astrology platform built from scratch with a fresh visual identity. The platform will deliver dynamic astrology content and interactive tools by integrating reliable external APIs. It will cater to both free and premium users, featuring a VIP/Premium subscription model where premium members receive personalized daily or weekly motivational messages tailored to their zodiac signs. Additionally, the platform will include a dedicated chat system for support regarding payment, registration, and technical issues. Most of the platform will operate autonomously by fetching data from trusted external sources, while a secure admin panel will manage these integrations.

---

**Key Project Features:**

1. **Homepage & Content:**  
   - A modern, celestial-themed homepage that displays daily, weekly, and monthly horoscopes, with links to key services.  
   - Automated content aggregation from thoroughly vetted external astrology sources.

2. **Interactive Tools:**  
   - Integration of tools such as birth chart calculators and zodiac compatibility features via external APIs.

3. **User Account Management:**  
   - User registration via email, phone, or social login with autonomous syncing from external providers.  
   - A secure admin panel for managing user accounts, automated content, and integration settings.

4. **VIP/Premium Subscription Model:**  
   - Users can opt for premium subscriptions by paying a fee.  
   - Premium users receive personalized motivational messages based on their zodiac sign, incorporating accurate and zodiac-specific insights.

5. **Dedicated Chat System:**  
   - A support chat exclusively for handling issues related to payment, registration, and technical inquiries.

6. **Future Scalability:**  
   - A flexible, modular design that allows for future API integrations, additional payment methods, and the incorporation of new astrology features (e.g., compatibility reports, daily lucky zodiac predictions) without a complete rebuild.

---

**Key Responsibilities (Project Manager):**

- **End-to-End Management:**  
  - Oversee the project from inception through design, development, testing, and deployment.  
  - Coordinate with developers, designers, and other team members to ensure a smooth project lifecycle.

- **Planning & Execution:**  
  - Develop detailed project plans, timelines, and milestone schedules.  
  - Ensure that the platform’s design accommodates future enhancements and integrations.

- **Communication & Reporting:**  
  - Provide regular progress updates and maintain clear documentation.  
  - Act as the primary point of contact for all technical and operational queries during the project.

- **Quality Assurance:**  
  - Oversee testing phases to ensure that the final product meets all specified requirements.  
  - Ensure that the platform is responsive, SEO-friendly, and secure.

---

**Deliverables:**

- A fully functional astrology website and mobile app (iOS & Android) built from scratch.
- Integrated external data sources/APIs for dynamic astrology content.
- A dedicated chat system for support.
- A secure admin panel for managing automated operations.
- Comprehensive project documentation and training materials.

---

**Timeline & Budget:**  
We are aiming for a fast turnaround with strict deadlines. Please include detailed timeline estimates and budget breakdowns in your proposal. We expect an accelerated schedule, and all proposals will be evaluated on their detailed planning and cost estimates.

---

**Preferred Skills & Requirements:**

- Proven experience managing full-scale web and mobile app development projects from inception to launch.
- Strong background in autonomous web applications and API integrations.
- Excellent organizational, communication, and leadership skills.
- Prior experience with new product development, rebranding, and agile methodologies is a plus.
- Ability to provide a detailed project plan, timeline, and cost estimate in your proposal.

---

**How to Apply:**  
If you are interested in leading this exciting new project, please submit your proposal including:
- Your portfolio or examples of similar projects.
- A detailed outline of your approach, including a timeline and budget estimates.
- Any questions or clarifications regarding the project scope.

We look forward to partnering with a dedicated professional who can drive our new autonomous astrology platform from concept to successful launch. Thank you!"	more	"about ""Project Manager for Autonomous Astrology Platform (Website & Mobile App)"""	Project Management	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1159768552024055808	Scrum	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626778274676736	Agile Project Management	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580474014060544	Product Management	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626770926256128	Payment verified	Rating is 3.5 out of 5.	$10K+	United Kingdom	Less than 5	Product Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626770884313088	UX & UI	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580726997700608	Market Research	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626756485267456	Data Analysis	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626729515892736
3 hours ago	Automating an entire online business (courses)	https://www.upwork.com/jobs/Automating-entire-online-business-courses_~021891067670416273866/?referrer_url_path=find_work_home	Job feedback Automating an entire online business (courses)	Save job Automating an entire online business (courses)	Hourly	Expert	Est. Time:	Less than 30 hrs/week	"Hi all,

I have a meeting with a client who wants to automate her entire online coaching business. She is a business influencer who sells coaching programs. She doesn’t yet know exactly what to automate, but she is certain that she wants to do it.

The first step would be to conduct a full audit of her business. As an influencer specializing in AI and automation, I often receive requests for automation projects. I’d like to fully commit to this field and build a skilled, motivated team to handle multiple projects of this kind, starting with this one.

However, since I’ve never automated an entire business before, I’m unsure about the exact steps to follow, especially when it comes to conducting the audit, asking the right questions, and structuring the process. I’d like to move quickly and start with this first project.

Thanks"	more	"about ""Automating an entire online business (courses)"""	Automation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626717876699136	Business Process Automation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1192876963991666688	Automation Anywhere	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1192876961626079232	Zapier	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626797853687808	Payment verified	Rating is 4.8 out of 5.	$1K+	France	10 to 15	API Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482566246400	Make Build Script	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626755805790208				
4 hours ago	Experienced Full-Stack Developer for B2B Data Platform with Web Scraping, API Integration	https://www.upwork.com/jobs/Experienced-Full-Stack-Developer-for-B2B-Data-Platform-with-Web-Scraping-API-Integration_~021891063641941809366/?referrer_url_path=find_work_home	Job feedback Experienced Full-Stack Developer for B2B Data Platform with Web Scraping, API Integration	Save job Experienced Full-Stack Developer for B2B Data Platform with Web Scraping, API Integration	Hourly: $25-$47	Expert	Est. Time:	Less than 30 hrs/week	"Job Description:
We are looking for an experienced Full-Stack Developer (m/f/d) to build a B2B data platform that collects, filters, and sells company information from business registries, websites, and other sources.

This platform will work similarly to Dealfront or Apollo.io, providing high-quality B2B data for businesses looking to acquire new customers.

Your Main Responsibilities:
Develop a scraping system to extract company data from various sources regularly
Build a database & API to structure and provide access to the collected data
Develop a user-friendly dashboard where users can search, filter, and purchase data
Implement a credit-based payment system, where users buy credits to download datasets
Ensure GDPR compliance and handle data legally and securely
If you have experience with Web Scraping, AI-based data processing, Full-Stack development, and payment system integration, we’d love to hear from you! 🚀

Requirements & Skills:
🖥️ Technical Requirements:
✅ Backend: Python (Django, FastAPI) or Node.js (Express/NestJS)
✅ Frontend: React.js or Vue.js for a modern dashboard
✅ Database: PostgreSQL, MongoDB, or another scalable solution
✅ Web Scraping: Scrapy, Selenium, BeautifulSoup, or similar technologies
✅ Automation & AI: OpenAI API, TensorFlow, or other NLP models for data validation
✅ Cloud Hosting: AWS (Lambda, S3, EC2), Google Cloud, or DigitalOcean
✅ API Integration: REST & GraphQL APIs for CRM integrations (e.g., HubSpot, Salesforce)
✅ Credit-Based Payment System: Implement a system where users purchase credits to access and download datasets

📜 Data Privacy & Security:
✅ GDPR-compliant data processing
✅ Protection mechanisms against IP blocking during web scraping

🎨 UI/UX:
✅ Development of a responsive, user-friendly dashboard with:

Advanced filtering options (industry, company size, location, revenue, etc.)
A credit-based system for data downloads
Export functionalities (CSV, Excel, API)
🛠️ What We Already Have:
✅ A detailed concept of the platform
✅ A list of data sources to be scraped
✅ Initial market research & requirements

🎯 Project Goals:
Develop a functional MVP (Minimum Viable Product)
Scrape & process at least 1.000,000 company records
Provide an API for CRM integrations
Implement a credit-based system for data access & downloads
Allow users to log in, browse data, buy credits, and export records"	more	"about ""Experienced Full-Stack Developer for B2B Data Platform with Web Scraping, API Integration"""	Web Application	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580737240190976	PHP	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274385	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768	API Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482566246400	Payment verified	Rating is 0 out of 5.	$0	Germany	15 to 20	MySQL	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364627995914247	Web Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626795211276288	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383
4 hours ago	Data engineering Architecture review	https://www.upwork.com/jobs/Data-engineering-Architecture-review_~021891060665321761328/?referrer_url_path=find_work_home	Job feedback Data engineering Architecture review	Save job Data engineering Architecture review	Fixed-price	Expert	Est. Budget:	$100	"i am looking for someone who can give me a data architecture on GCP for the assignment that is given for my interview preparation.  write me asap to learn about it and we can discuss further in the call 
its about building ETL pipeline for taxi booking app for capturing processing and analysing the data"			Data Engineering	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1559203830655479808	Data Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1253342873194737664	Data Transformation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1653395611352207360	ETL Pipeline	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580563717640192	Payment verified	Rating is 4.9 out of 5.	$3K+	Germany	5 to 10	Architectural Design	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1052162208781094925	Big Data	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626719432785920	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	Google Cloud Platform	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626742031695872
4 hours ago	AI-Powered Lead Tracking & Google Optimization for Real Estate (Milestone-Based)	https://www.upwork.com/jobs/Powered-Lead-Tracking-Google-Optimization-for-Real-Estate-Milestone-Based_~021891059761244655732/?referrer_url_path=find_work_home	Job feedback AI-Powered Lead Tracking & Google Optimization for Real Estate (Milestone-Based)	Save job AI-Powered Lead Tracking & Google Optimization for Real Estate (Milestone-Based)	Fixed-price	Expert	Est. Budget:	$150	"🔹 Job Overview

I am looking for an experienced AI automation expert to integrate OpenAI API for lead generation, engagement automation, and CRM integration in our real estate business.

This job is structured into three fixed-price milestones to test capabilities before full payment and ensure results at each step.

📌 Key Platforms:
✅ Instagram (AI automation, DM engagement, lead generation)
✅ Google (Lead tracking, search intent behavior analysis, business profile ranking boost)
✅ CRM (To be determined, but will be integrated for AI-powered lead management)

🔹 Job Breakdown: 3 Milestones (Fixed $50 per stage, $150 total)

📍 Stage 1: AI Instagram Automation & Google Business Setup ($50)

✅ Set up OpenAI API for Instagram DM automation (auto-reply, like, comment, and follow-up tracking).
✅ Develop a system to track Instagram leads and filter potential buyers/sellers.
✅ Optimize Google Business Profile (GMB) for maximum search visibility to attract organic leads.
✅ Ensure Instagram & Google API integrations are structured properly for future automation.

➡ Deliverables: AI-powered Instagram automation in action + Verified Google Profile improvements.

📍 Stage 2: Google Lead Tracking & AI-Powered Behavior Analysis ($50)

✅ Integrate AI with Google to track external lead behavior (buyers & sellers searching for real estate).
✅ Set up AI-driven predictive analytics to identify high-intent leads from Google searches.
✅ Enhance Google SEO strategies to boost organic visibility & lead flow.
✅ Ensure AI is capturing and analyzing lead data in a structured way.

➡ Deliverables: Working Google tracking system, analytics dashboard, and improved search ranking.

📍 Stage 3: AI-Driven Lead Organization & CRM Integration ($50)

✅ Integrate AI-powered leads from Google & Instagram into a CRM.
✅ Set up AI-driven lead scoring & segmentation (hot, warm, cold leads).
✅ Automate initial follow-ups via email, SMS, or WhatsApp (without violating platform rules).
✅ Ensure smooth AI-to-CRM automation for lead management.

➡ Deliverables: Fully functional AI-to-CRM lead system with basic automation.

🔹 Key Requirements (To Avoid Scammers)

✔ Proven experience in AI API integration (OpenAI, Google, Instagram).
✔ Knowledge of Google SEO, Business Profile optimization & AI-powered lead tracking.
✔ Experience with CRM automation (must be able to integrate with a chosen system).
✔ Experience with AI predictive analytics & behavioral tracking.
✔ Ability to document and explain their process clearly.

🔹 Payment & Structure
	•	This job is milestone-based. Payments will be released after each stage is successfully completed.
	•	Total budget = $150 ($50 per milestone, non-negotiable).
	•	Potential for additional work if performance is strong.

🔹 How to Apply (IMPORTANT - Read Before Applying)

📌 To apply, please include:
1️⃣ Examples of past AI automation & API integration projects.
2️⃣ A brief breakdown of how you’d approach each milestone.
3️⃣ Your estimated timeline for completing all three stages.
4️⃣ What CRM systems have you worked with before?

🚀 Only apply if you have experience in AI API automation & Google lead tracking. Scammers, manual lead scrapers, and inexperienced freelancers will NOT be considered. 🚀"	more	"about ""AI-Powered Lead Tracking & Google Optimization for Real Estate (Milestone-Based)"""	Real Estate	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580675537784832	Tech & IT	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580710606360576	AI Chatbot	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1623716864341708800	AI Builder	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099313604145152	Payment verified	Rating is 5.0 out of 5.	$200+	Canada	Less than 5	AI Bot	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314170376192	CRM Automation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1549040408135077888	API Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482566246400	Google APIs	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1192876973927972864
4 hours ago	n8n Setup and API Integration Specialist	https://www.upwork.com/jobs/n8n-Setup-and-API-Integration-Specialist_~021891059355282165876/?referrer_url_path=find_work_home	Job feedback n8n Setup and API Integration Specialist	Save job n8n Setup and API Integration Specialist	Hourly	Intermediate	Est. Time:	Less than 30 hrs/week	"We’re building a AI Recruitment tool that helps recruiters find top software developers by matching GitHub activity/ profile to LinkedIn profiles. The tool should extract developer insights from GitHub, find potential LinkedIn profiles, and ranks matches (based on confidence level) using OpenAI embeddings + Pinecone vector search.

Context: The UI is built already in bolt.new

Looking for an API & n8n automation expert to integrate the following:
✅ GitHub API (fetch developer data: languages, repos, activity)
✅ Google Search API (find LinkedIn profiles) OR LinkedIn scraping 
✅ OpenAI Embeddings API (vectorize profiles for smart matching)
✅ Pinecone (Vector Database) (store and retrieve embeddings)
✅ n8n Workflow Setup (automate API calls, process data, and return ranked results)

Responsibilities
🔹 Set up n8n workflows for API automation.
🔹 Integrate GitHub API (fetch dev profiles, activity, repositories).
🔹 Connect Google Search API (find LinkedIn profiles).
🔹 Implement OpenAI Embeddings API (vectorize text for similarity matching).
🔹 Configure Pinecone (store embeddings & run similarity searches).
🔹 Add basic caching to optimize API calls & reduce costs.
🔹 Ensure n8n executes workflows efficiently without hitting API limits."	more	"about ""n8n Setup and API Integration Specialist"""	OpenAI API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1733104400580624384	API Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482566246400	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	Google APIs	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1192876973927972864	Payment verified	Rating is 0 out of 5.	$0	Australia	5 to 10	Automation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626717876699136	Vector Embedding	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099315655159808	Vector Database	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099315080540161	Web Scraping	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1504884906003529729
4 hours ago	Performance Marketing Specialist for Meta and Google Ads	https://www.upwork.com/jobs/Performance-Marketing-Specialist-for-Meta-and-Google-Ads_~021891053333066928244/?referrer_url_path=find_work_home	Job feedback Performance Marketing Specialist for Meta and Google Ads	Save job Performance Marketing Specialist for Meta and Google Ads	Fixed-price	Expert	Est. Budget:	$400	We are seeking an experienced performance marketing specialist to manage our Meta (Facebook/Instagram) and Google Ads campaigns. The ideal candidate will have a proven track record in creating, optimizing, and scaling ad campaigns to drive traffic and conversions. You will be responsible for analyzing performance metrics, A/B testing ad creatives, and adjusting strategies based on data insights. If you are highly analytical, creative, and passionate about driving results, we want to hear from you!	more	"about ""Performance Marketing Specialist for Meta and Google Ads"""	Google Ads	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626741817786368	Google Analytics	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626741842952192	Search Engine Marketing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626778681524224	Pay Per Click Advertising	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626770318082048	Payment unverified	Rating is 0 out of 5.	$0	India	Less than 5	Search Engine Optimization	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626778853490688						
4 hours ago	AI Expert Needed for EEG Epilepsy Algorithms Implementation	https://www.upwork.com/jobs/Expert-Needed-for-EEG-Epilepsy-Algorithms-Implementation_~021891052458671057456/?referrer_url_path=find_work_home	Job feedback AI Expert Needed for EEG Epilepsy Algorithms Implementation	Save job AI Expert Needed for EEG Epilepsy Algorithms Implementation	Hourly	Expert	Est. Time:	Less than 30 hrs/week	We are seeking an AI expert with specialized knowledge in EEG epilepsy algorithms and models. The ideal candidate will provide guidance and insights on how to implement these models effectively in our ongoing projects. Experience in developing and optimizing algorithms for epilepsy detection and classification is essential. You will work closely with our team to ensure the models are integrated successfully. If you have a robust background in this niche of AI, we would love to hear from you.	more	"about ""AI Expert Needed for EEG Epilepsy Algorithms Implementation"""	Machine Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626755474440192	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936	Algorithm Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626711534911488	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	Payment verified	Rating is 5.0 out of 5.	$80K+	Israel	10 to 15	C++	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274381						
4 hours ago	AI Productivity Expert for SaaS Development Team	https://www.upwork.com/jobs/Productivity-Expert-for-SaaS-Development-Team_~021891050646702369328/?referrer_url_path=find_work_home	Job feedback AI Productivity Expert for SaaS Development Team	Save job AI Productivity Expert for SaaS Development Team	Fixed-price	Expert	Est. Budget:	$1,000	"We’re looking for an AI expert to help our team of skilled developers integrate AI tools and workflows to significantly boost productivity and deployment speed.

As an AI expert, you will:
1. Train our team to use AI tools like Cursor, GitHub Copilot, and other AI coding assistants.
2. Identify repetitive tasks and workflows that can be automated.
3. Implement strategies to speed up feature development and task completion.

If you know how to craft highly efficient prompts, have experience with Cursor, N8N or any other AI tools, and feel like you can coach a team of developers to use those AI tools effectively, we're looking for you! 

Please mention your relevant experience in that field."	more	"about ""AI Productivity Expert for SaaS Development Team"""	ChatGPT	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1623716864178130944	AI Agent Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314245873665	AI-Generated Code	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1633880476564385792	Full-Stack Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1484275089215770624	Payment verified	Rating is 5.0 out of 5.	$100K+	Israel	5 to 10	Prompt Engineering	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1623716864308154368	LLM Prompt Engineering	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099315613216769	AI Code Generator	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314195542016		
5 hours ago	Sr Data Scientist/ Sr Python Developer in Bulgaria	https://www.upwork.com/jobs/Data-Scientist-Python-Developer-Bulgaria_~021891045393005871568/?referrer_url_path=find_work_home	Job feedback Sr Data Scientist/ Sr Python Developer in Bulgaria	Save job Sr Data Scientist/ Sr Python Developer in Bulgaria	Hourly	Expert	Est. Time:	Less than 30 hrs/week	"Role Description

The Senior Data Scientist (or Data Scientist) will be responsible for re-factoring modules of a SaaS software product into Python. Do you like to be challenged and grow? Join us!

Qualifications

- Data Science and Data Analytics skills
- Experience in machine learning and statistical modeling; experience in process optimization a plus
- Proficiency in Python
- Strong problem-solving and critical-thinking skills
- Ability to communicate complex findings to non-technical stakeholders
- Bachelor's or Master's in Data Science, Statistics, Computer Science, Applied Mathematics, or related field"	more	"about ""Sr Data Scientist/ Sr Python Developer in Bulgaria"""	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	VBA	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=free_text	Data Science	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626730384113664			Payment verified	Rating is 5.0 out of 5.	$40K+	Bulgaria	Less than 5								
